cust_id,recency,frequency,monetary,R,F,M,RFM_Segment_Concat,RFM_Score,RFM_Level,Avg_M
271310,215.0,6,15839.07,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271364,447.0,9,33364.37,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271375,394.0,9,16684.395,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271380,2.0,6,23683.465000000004,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271498,356.0,9,30493.58,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271500,245.0,7,32487.0,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271580,423.0,6,19872.32,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271583,276.0,9,27958.71,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271636,417.0,7,19791.655,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271701,336.0,7,15995.98,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271714,389.0,6,15306.460000000001,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271729,63.0,8,19688.89,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271749,155.0,9,20229.235,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271762,356.0,6,26672.489999999998,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271768,426.0,6,20255.755,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271810,155.0,8,16729.7,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271811,388.0,8,29282.5,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271816,418.0,8,15213.64,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271821,32.0,9,16639.09,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271862,357.0,11,44266.3,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271873,418.0,8,15269.995,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271905,420.0,6,24048.115,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271971,426.0,9,31144.425,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271972,358.0,8,19285.565000000002,4,4,4,4.04.04.0,12,Gold,18744.19980232558
271988,447.0,8,24174.085,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272045,363.0,7,27318.915,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272165,93.0,8,18267.86,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272172,92.0,8,17034.68,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272186,387.0,9,24518.845,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272207,421.0,9,31632.835,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272228,124.0,7,19024.785,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272264,63.0,6,24572.989999999998,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272286,386.0,12,21073.454999999998,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272317,216.0,8,26129.935,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272339,391.0,7,23585.12,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272375,277.0,6,21761.87,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272383,396.0,6,22186.19,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272412,421.0,7,21735.35,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272420,361.0,6,17921.995000000003,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272436,417.0,10,15348.45,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272475,447.0,11,27979.705,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272515,92.0,10,30193.019999999997,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272528,365.0,7,21951.93,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272540,360.0,7,19470.1,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272559,421.0,8,16224.715,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272703,420.0,6,17763.98,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272741,419.0,11,29264.82,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272775,394.0,8,19865.69,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272803,427.0,9,19175.065,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272816,184.0,8,25431.575,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272822,360.0,7,21722.09,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272874,154.0,6,24470.225,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272889,185.0,6,19446.895,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272910,392.0,8,15359.5,4,4,4,4.04.04.0,12,Gold,18744.19980232558
272939,390.0,8,18560.685,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273014,358.0,12,19802.704999999998,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273023,215.0,6,26923.325,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273040,428.0,8,19091.085,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273058,277.0,9,22277.905,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273081,276.0,7,19125.34,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273140,123.0,9,35861.67,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273160,387.0,6,18966.22,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273220,124.0,6,21654.685,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273234,32.0,7,16289.91,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273258,391.0,8,16142.945,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273299,32.0,6,17151.81,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273367,154.0,6,18106.53,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273368,123.0,7,19725.355,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273472,336.0,8,15439.06,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273481,362.0,11,41389.985,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273546,93.0,6,19393.855,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273562,425.0,9,23045.88,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273564,277.0,6,19381.7,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273575,366.0,8,18186.09,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273599,386.0,8,17076.670000000002,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273615,63.0,7,19116.5,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273647,366.0,9,31314.595,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273682,387.0,7,16053.44,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273709,361.0,6,16177.2,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273718,390.0,7,17596.02,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273728,363.0,8,16389.36,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273780,357.0,8,27368.64,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273787,419.0,6,21522.085,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273799,1.0,6,16257.865000000002,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273861,277.0,8,23589.54,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273882,389.0,6,21897.785,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273900,419.0,9,16793.79,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273917,63.0,7,17765.085,4,4,4,4.04.04.0,12,Gold,18744.19980232558
273973,155.0,10,26632.71,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274156,362.0,7,18633.615,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274208,387.0,9,16333.005000000001,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274215,396.0,6,28832.765,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274219,447.0,8,22814.934999999998,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274226,155.0,10,36130.185,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274327,391.0,7,20434.765,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274331,154.0,6,20550.79,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274479,276.0,8,26693.485,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274492,387.0,7,16860.09,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274525,363.0,7,20046.91,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274534,365.0,6,16031.34,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274542,396.0,7,24155.3,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274624,395.0,6,24803.934999999998,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274638,363.0,7,18814.835,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274649,365.0,6,17308.72,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274650,123.0,6,22479.015,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274652,1.0,9,21082.295,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274653,335.0,8,18823.675,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274778,93.0,6,15387.125,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274789,124.0,9,20358.52,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274811,276.0,6,23784.02,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274814,32.0,9,30580.875,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274832,185.0,9,25179.635000000002,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274854,356.0,11,32011.85,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274923,276.0,10,31821.79,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274948,63.0,11,33980.96,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274966,422.0,7,25561.964999999997,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274972,389.0,9,18758.48,4,4,4,4.04.04.0,12,Gold,18744.19980232558
274984,304.0,6,21196.11,4,4,4,4.04.04.0,12,Gold,18744.19980232558
275018,425.0,6,15327.455,4,4,4,4.04.04.0,12,Gold,18744.19980232558
275044,397.0,6,17916.47,4,4,4,4.04.04.0,12,Gold,18744.19980232558
275073,362.0,6,19832.54,4,4,4,4.04.04.0,12,Gold,18744.19980232558
275088,276.0,7,19848.01,4,4,4,4.04.04.0,12,Gold,18744.19980232558
275092,246.0,6,15767.245,4,4,4,4.04.04.0,12,Gold,18744.19980232558
275170,391.0,6,18177.25,4,4,4,4.04.04.0,12,Gold,18744.19980232558
275204,154.0,7,18002.66,4,4,4,4.04.04.0,12,Gold,18744.19980232558
275225,245.0,8,21487.83,4,4,4,4.04.04.0,12,Gold,18744.19980232558
266804,484.0,1,1588.99,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
266892,632.0,3,3838.7700000000004,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267085,540.0,2,4404.53,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267191,509.0,3,2626.585,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267285,488.0,2,3273.01,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267298,543.0,2,2130.44,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267312,607.0,1,1332.63,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267367,548.0,2,2222.155,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267372,579.0,2,3944.8500000000004,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267405,609.0,1,3679.65,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267603,610.0,2,4586.855,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267803,512.0,2,2084.03,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267851,486.0,2,1962.48,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
267996,542.0,2,5190.185,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268000,485.0,1,861.9,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268067,605.0,2,3854.24,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268187,607.0,2,2187.9,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268189,513.0,1,5348.2,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268263,570.0,2,3634.345,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268365,486.0,1,5154.825,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268389,455.0,2,1180.1399999999999,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268556,516.0,1,393.38,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268588,576.0,1,1288.43,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268820,575.0,2,5165.875,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
268873,545.0,2,3247.5950000000003,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
269043,452.0,2,2490.67,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
269071,452.0,1,2224.365,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
269105,573.0,1,455.26,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
269153,604.0,2,5331.625,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
269256,518.0,1,3500.64,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
269336,581.0,2,5420.025,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
269550,602.0,2,1416.61,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
269653,636.0,1,3187.925,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
269800,611.0,2,1100.58,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270024,450.0,2,5468.645,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270137,479.0,2,922.675,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270245,602.0,2,2277.4049999999997,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270284,518.0,2,5323.89,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270393,573.0,1,3033.225,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270547,574.0,2,3821.09,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270601,455.0,2,3681.86,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270650,483.0,2,2562.4950000000003,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270652,604.0,1,477.36,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270681,633.0,2,2186.795,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270853,631.0,2,2963.61,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270886,512.0,2,1849.77,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
270995,510.0,1,1040.91,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
271044,542.0,2,3263.0649999999996,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
271132,580.0,2,2429.895,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
271193,482.0,2,1726.0099999999998,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
271619,547.0,2,3049.8,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
271695,518.0,1,523.77,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
271906,479.0,1,2994.55,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
271948,611.0,2,2226.575,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272096,540.0,2,922.675,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272104,570.0,2,925.99,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272135,580.0,1,1226.55,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272275,482.0,2,2106.13,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272346,602.0,2,4675.255,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272376,576.0,1,1932.645,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272502,487.0,2,2248.675,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272745,576.0,2,2234.31,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272861,540.0,1,1518.27,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
272905,570.0,1,709.41,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
273105,633.0,2,1298.375,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
273146,480.0,2,5265.325,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
273255,570.0,2,2435.42,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
273387,511.0,2,4035.46,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
273633,547.0,2,1021.02,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
273752,633.0,2,3805.62,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
273939,454.0,2,4166.955,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274013,458.0,2,2729.3500000000004,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274029,540.0,2,5145.985,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274248,543.0,1,5352.62,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274277,549.0,2,3047.59,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274386,635.0,2,3675.2299999999996,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274400,544.0,2,621.01,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274577,455.0,2,5023.33,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274743,578.0,2,4427.735000000001,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274773,601.0,2,1766.895,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274807,575.0,2,3568.045,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
274838,540.0,2,5003.4400000000005,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
275036,609.0,2,2892.89,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
275039,637.0,2,4390.165,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
275129,543.0,2,2309.45,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
275142,540.0,2,3049.8,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
275255,602.0,1,4339.335,3,1,1,3.01.01.0,5,Promising,5076.7407096774195
266819,573.0,3,7434.4400000000005,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
266823,458.0,3,8983.650000000001,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
266829,545.0,3,9171.5,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
266851,543.0,2,6618.950000000001,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
266956,485.0,2,6428.89,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
266964,576.0,2,6318.39,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
266993,543.0,2,7286.37,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
267129,609.0,3,6280.82,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
267264,450.0,3,5787.990000000001,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
267335,456.0,3,8937.24,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
267341,544.0,2,7923.955,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
267426,452.0,3,7117.305,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
267453,516.0,3,6812.325,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
267475,608.0,3,8918.455,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
267549,481.0,2,8579.22,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
267565,548.0,3,6589.115,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
268119,514.0,2,6416.735,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
268568,571.0,2,6537.18,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
268620,517.0,2,8087.495,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
268849,513.0,2,6100.705,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
269150,637.0,2,5845.45,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
269334,577.0,2,8877.57,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
269360,548.0,2,9210.175,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
269458,509.0,2,6749.34,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
269617,517.0,2,6992.44,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
270187,511.0,2,5641.025,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
270289,581.0,2,8088.6,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
270754,574.0,2,7478.64,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
270910,483.0,2,6523.92,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
270994,539.0,2,5845.450000000001,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
271264,575.0,2,6487.455,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
271457,602.0,2,8824.53,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
271751,543.0,2,6634.42,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
271799,581.0,2,9234.485,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
271943,546.0,2,6189.1050000000005,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
271991,603.0,2,8207.94,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
272020,488.0,2,6170.32,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
272232,449.0,2,6726.135,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
272277,480.0,2,7730.58,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
272853,451.0,2,8129.485000000001,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
272990,452.0,2,7178.08,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
273029,549.0,2,6957.08,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
273092,541.0,2,7447.700000000001,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
273133,575.0,2,5971.42,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
273451,637.0,2,9701.9,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
273530,519.0,2,6374.745,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
273641,541.0,2,6790.225,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
273856,448.0,2,8511.815,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
273980,486.0,2,6660.94,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
273982,456.0,2,5795.725,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
274024,572.0,2,6886.360000000001,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
274321,449.0,2,7627.8150000000005,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
274403,455.0,2,6026.67,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
274440,546.0,2,6294.08,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
274598,575.0,2,9083.1,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
274864,517.0,2,5969.21,3,1,2,3.01.02.0,6,Potential,5076.7407096774195
266860,606.0,2,10028.98,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
266999,635.0,3,9858.81,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
267001,454.0,3,14185.99,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
267100,511.0,3,9993.62,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
267104,544.0,3,10647.78,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
267215,520.0,2,11075.415,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
267280,547.0,3,10874.305,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
267492,577.0,2,10729.55,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
268109,574.0,2,11789.244999999999,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
269688,604.0,2,10228.985,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
271767,546.0,2,9806.875,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
272881,540.0,2,12476.555,3,1,3,3.01.03.0,7,Loyal,5076.7407096774195
266863,510.0,4,5543.785,3,2,1,3.02.01.0,6,Potential,8499.556146616542
266870,635.0,4,5357.040000000001,3,2,1,3.02.01.0,6,Potential,8499.556146616542
267119,573.0,4,3949.27,3,2,1,3.02.01.0,6,Potential,8499.556146616542
267162,486.0,4,4254.25,3,2,1,3.02.01.0,6,Potential,8499.556146616542
267188,515.0,4,4656.469999999999,3,2,1,3.02.01.0,6,Potential,8499.556146616542
267574,606.0,4,3275.22,3,2,1,3.02.01.0,6,Potential,8499.556146616542
267664,634.0,3,5098.47,3,2,1,3.02.01.0,6,Potential,8499.556146616542
267682,607.0,4,5333.835,3,2,1,3.02.01.0,6,Potential,8499.556146616542
267757,543.0,3,4480.775,3,2,1,3.02.01.0,6,Potential,8499.556146616542
267808,479.0,4,3222.1800000000003,3,2,1,3.02.01.0,6,Potential,8499.556146616542
267990,637.0,3,3565.835,3,2,1,3.02.01.0,6,Potential,8499.556146616542
268140,488.0,4,5166.98,3,2,1,3.02.01.0,6,Potential,8499.556146616542
268143,451.0,4,4144.855,3,2,1,3.02.01.0,6,Potential,8499.556146616542
268220,480.0,3,4813.38,3,2,1,3.02.01.0,6,Potential,8499.556146616542
268505,545.0,3,4227.73,3,2,1,3.02.01.0,6,Potential,8499.556146616542
268530,452.0,4,5054.2699999999995,3,2,1,3.02.01.0,6,Potential,8499.556146616542
268566,458.0,3,4435.47,3,2,1,3.02.01.0,6,Potential,8499.556146616542
268718,458.0,3,3896.23,3,2,1,3.02.01.0,6,Potential,8499.556146616542
268763,635.0,3,5054.27,3,2,1,3.02.01.0,6,Potential,8499.556146616542
268987,577.0,4,4223.31,3,2,1,3.02.01.0,6,Potential,8499.556146616542
269089,513.0,3,4502.875,3,2,1,3.02.01.0,6,Potential,8499.556146616542
269375,608.0,4,3703.96,3,2,1,3.02.01.0,6,Potential,8499.556146616542
269417,608.0,3,3328.26,3,2,1,3.02.01.0,6,Potential,8499.556146616542
269433,541.0,3,5206.76,3,2,1,3.02.01.0,6,Potential,8499.556146616542
269526,455.0,3,3635.45,3,2,1,3.02.01.0,6,Potential,8499.556146616542
269597,549.0,3,5227.755,3,2,1,3.02.01.0,6,Potential,8499.556146616542
270060,516.0,3,4568.07,3,2,1,3.02.01.0,6,Potential,8499.556146616542
270125,543.0,3,5193.5,3,2,1,3.02.01.0,6,Potential,8499.556146616542
270168,487.0,4,5316.155,3,2,1,3.02.01.0,6,Potential,8499.556146616542
270319,488.0,4,5006.755,3,2,1,3.02.01.0,6,Potential,8499.556146616542
270465,600.0,3,5347.095,3,2,1,3.02.01.0,6,Potential,8499.556146616542
270703,581.0,3,4247.620000000001,3,2,1,3.02.01.0,6,Potential,8499.556146616542
270788,450.0,3,3499.5350000000003,3,2,1,3.02.01.0,6,Potential,8499.556146616542
270858,609.0,3,5545.995,3,2,1,3.02.01.0,6,Potential,8499.556146616542
271038,550.0,3,2063.035,3,2,1,3.02.01.0,6,Potential,8499.556146616542
271049,577.0,3,3709.485,3,2,1,3.02.01.0,6,Potential,8499.556146616542
271190,576.0,3,3460.8599999999997,3,2,1,3.02.01.0,6,Potential,8499.556146616542
271267,518.0,3,2382.38,3,2,1,3.02.01.0,6,Potential,8499.556146616542
271344,632.0,3,3748.16,3,2,1,3.02.01.0,6,Potential,8499.556146616542
271758,635.0,3,4945.98,3,2,1,3.02.01.0,6,Potential,8499.556146616542
271966,609.0,3,4736.03,3,2,1,3.02.01.0,6,Potential,8499.556146616542
272007,607.0,3,683.995,3,2,1,3.02.01.0,6,Potential,8499.556146616542
272352,603.0,3,2240.94,3,2,1,3.02.01.0,6,Potential,8499.556146616542
