cust_id,DOB,Gender,city_code,cluster,recency,frequency,monetary,R,F,M,Avg_M
269139,20-02-1971,M,3,1,539.0,8,18447.97,3.0,4,4,18786.61404494382
269140,21-07-1979,F,9,0,762.0,5,7414.55,2.0,3,2,12267.26375
269141,09-04-1990,F,5,3,731.0,3,5925.01,2.0,2,2,8173.856144781144
269142,14-06-1974,F,7,2,484.0,5,8693.03,3.0,3,2,12095.5816
269143,22-09-1991,M,8,2,907.0,6,22933.17,2.0,4,4,19073.41199367089
269145,04-12-1992,M,1,0,1183.0,4,10090.86,1.0,2,3,8677.30678694158
269146,21-10-1984,M,1,1,1096.0,3,10688.67,1.0,2,3,8677.30678694158
269147,13-01-1991,M,10,2,1065.0,5,7785.83,1.0,3,2,11681.718588039868
269148,07-03-1978,M,9,3,1304.0,3,9909.64,1.0,2,3,8677.30678694158
269149,05-01-1976,M,4,3,,2,2690.68,,1,1,
269150,22-04-1992,F,9,2,637.0,2,5845.45,3.0,1,2,5076.74070967742
269151,29-04-1981,F,2,2,997.0,4,9044.42,1.0,2,2,8677.30678694158
269153,01-02-1992,M,2,3,604.0,2,5331.62,3.0,1,1,5076.74070967742
269154,22-08-1983,M,7,1,1365.0,3,8132.8,1.0,2,2,8677.30678694158
269155,28-01-1992,M,6,1,939.0,7,18240.24,1.0,4,4,18231.710714285717
269156,06-05-1991,M,5,0,752.0,2,8346.07,2.0,1,2,4884.636892655367
269158,05-01-1992,F,3,0,1272.0,5,10554.96,1.0,3,3,11681.718588039868
269160,24-01-1972,F,1,3,604.0,3,13047.84,3.0,2,3,8499.556146616542
269161,06-09-1982,M,10,2,914.0,4,7046.59,1.0,2,2,8677.30678694158
269162,29-05-1989,M,3,1,454.0,4,12569.38,3.0,2,3,8499.556146616542
269165,03-08-1989,M,4,2,1157.0,3,6063.14,1.0,2,2,8677.30678694158
269168,19-04-1981,F,3,1,792.0,7,29063.71,2.0,4,4,19073.41199367089
269171,17-05-1981,F,9,3,32.0,8,15029.1,4.0,4,3,18744.19980232558
269172,28-07-1973,F,4,2,1242.0,8,29373.11,1.0,4,4,18231.710714285717
269173,01-05-1990,F,5,3,419.0,5,6843.26,4.0,3,2,12185.951431034482
269174,25-10-1979,F,1,2,1391.0,5,12957.23,1.0,3,3,11681.718588039868
269175,06-05-1977,F,2,2,483.0,6,13200.33,3.0,4,3,18786.61404494382
269176,01-08-1977,F,2,1,1150.0,2,5697.38,1.0,1,2,4429.88862244898
269178,13-05-1987,F,4,1,581.0,7,15887.69,3.0,4,4,18786.61404494382
269181,14-05-1985,M,1,3,361.0,6,14872.2,4.0,4,3,18744.19980232558
269182,04-06-1989,M,1,0,,4,13447.85,,2,3,
269183,12-06-1986,M,5,3,515.0,4,8173.68,3.0,2,2,8499.556146616542
269184,27-08-1975,F,4,1,455.0,4,16950.7,3.0,2,4,8499.556146616542
269187,17-07-1983,F,7,3,854.0,2,4833.27,2.0,1,1,4884.636892655367
269188,04-02-1976,F,2,1,62.0,6,16948.49,4.0,4,4,18744.19980232558
269189,25-10-1973,F,9,1,513.0,9,27928.88,3.0,4,4,18786.61404494382
269190,21-03-1982,F,3,1,609.0,4,11640.07,3.0,2,3,8499.556146616542
269191,27-05-1979,F,8,3,666.0,4,6059.82,2.0,2,2,8173.856144781144
269192,06-07-1984,M,1,1,423.0,5,16994.9,4.0,3,4,12185.951431034482
269193,29-07-1979,F,6,1,418.0,10,30120.09,4.0,4,4,18744.19980232558
269194,11-10-1985,M,9,3,843.0,4,13884.33,2.0,2,3,8173.856144781144
269195,25-05-1983,M,5,2,1095.0,4,11768.25,1.0,2,3,8677.30678694158
269196,15-08-1975,M,8,1,638.0,3,4229.94,2.0,2,1,8173.856144781144
269197,22-07-1972,M,8,0,1398.0,2,3488.49,1.0,1,1,4429.88862244898
269200,16-01-1983,M,2,2,581.0,5,16647.93,3.0,3,4,12095.5816
269201,02-03-1991,M,9,0,875.0,6,7801.3,2.0,4,2,19073.41199367089
269202,22-04-1988,F,8,3,1392.0,1,4770.28,1.0,1,1,4429.88862244898
269205,05-03-1984,M,2,1,700.0,4,16792.68,2.0,2,4,8173.856144781144
269208,04-04-1984,M,2,3,,2,1880.71,,1,1,
269211,28-08-1976,F,6,0,906.0,4,18846.88,2.0,2,4,8173.856144781144
269212,26-07-1987,M,3,1,576.0,5,14952.86,3.0,3,3,12095.5816
269213,20-08-1976,M,3,2,32.0,5,15019.16,4.0,3,3,12185.951431034482
269214,21-04-1978,F,9,3,361.0,4,12161.63,4.0,2,3,8503.386485355648
269216,26-02-1979,M,7,3,1027.0,11,23003.89,1.0,4,4,18231.710714285717
269217,15-07-1982,F,2,3,,1,5109.52,,1,1,
269218,06-04-1971,M,8,3,481.0,4,13036.79,3.0,2,3,8499.556146616542
269219,17-08-1992,M,8,3,513.0,5,16769.48,3.0,3,4,12095.5816
269220,28-04-1981,M,1,3,1333.0,2,4406.74,1.0,1,1,4429.88862244898
269221,13-12-1982,F,10,0,184.0,3,10878.73,4.0,2,3,8503.386485355648
269223,18-07-1977,F,6,1,692.0,6,15684.37,2.0,4,4,19073.41199367089
269225,11-10-1987,M,9,1,2.0,10,24098.94,4.0,4,4,18744.19980232558
269228,09-06-1984,F,6,3,124.0,7,14120.8,4.0,4,3,18744.19980232558
269232,10-07-1975,F,1,3,945.0,3,6406.79,1.0,2,2,8677.30678694158
269233,20-12-1981,M,9,2,633.0,9,40762.35,3.0,4,4,18786.61404494382
269234,16-03-1984,F,6,3,364.0,1,7514.0,4.0,1,2,5121.214583333333
269235,22-10-1970,F,4,3,784.0,10,8884.2,2.0,4,2,19073.41199367089
269236,09-11-1978,M,1,2,246.0,8,32348.88,4.0,4,4,18744.19980232558
269237,15-05-1990,F,1,3,,2,6718.4,,1,2,
269239,12-04-1983,F,7,3,854.0,3,4153.69,2.0,2,1,8173.856144781144
269240,10-03-1992,F,9,1,511.0,4,16656.77,3.0,2,4,8499.556146616542
269241,09-10-1992,F,4,3,541.0,7,16561.74,3.0,4,4,18786.61404494382
269242,23-03-1982,F,1,3,,2,4464.2,,1,1,
269243,25-11-1970,F,7,3,,2,4784.65,,1,1,
269244,08-08-1971,F,8,3,699.0,3,5393.51,2.0,2,1,8173.856144781144
269245,20-05-1971,M,4,1,661.0,12,32406.33,2.0,4,4,19073.41199367089
269246,29-04-1992,M,5,1,817.0,4,5587.99,2.0,2,2,8173.856144781144
269249,14-06-1991,M,2,2,1000.0,5,8689.72,1.0,3,2,11681.718588039868
269250,03-08-1984,M,5,3,876.0,4,4510.61,2.0,2,1,8173.856144781144
269252,17-07-1988,F,3,1,422.0,3,9511.84,4.0,2,2,8503.386485355648
269253,12-06-1977,M,2,2,425.0,8,16314.22,4.0,4,4,18744.19980232558
269254,27-05-1979,F,7,3,578.0,4,15573.87,3.0,2,4,8499.556146616542
269256,13-12-1981,F,6,3,518.0,1,3500.64,3.0,1,1,5076.74070967742
269257,13-09-1988,M,4,1,455.0,5,11078.73,3.0,3,3,12095.5816
269259,14-05-1973,F,7,2,304.0,4,17820.33,4.0,2,4,8503.386485355648
269260,12-11-1981,F,5,2,852.0,8,22522.11,2.0,4,4,19073.41199367089
269261,27-12-1971,F,7,2,814.0,6,24026.01,2.0,4,4,19073.41199367089
269264,16-06-1992,F,6,2,659.0,7,11073.2,2.0,4,3,19073.41199367089
269266,08-02-1975,F,9,3,364.0,8,10124.01,4.0,4,3,18744.19980232558
269267,16-11-1980,M,7,3,1030.0,5,15450.11,1.0,3,4,11681.718588039868
269268,11-12-1987,M,5,3,,2,5860.92,,1,2,
269269,04-02-1981,M,1,1,123.0,7,31558.8,4.0,4,4,18744.19980232558
269270,15-05-1984,F,10,1,539.0,4,7394.66,3.0,2,2,8499.556146616542
269271,12-05-1970,F,5,1,,2,8890.83,,1,2,
269273,13-03-1986,F,7,0,276.0,6,17859.01,4.0,4,4,18744.19980232558
269274,18-09-1983,F,4,3,,3,8436.68,,2,2,
269275,07-05-1980,M,3,3,548.0,4,6926.14,3.0,2,2,8499.556146616542
269277,09-12-1992,F,2,3,,2,6437.73,,1,2,
269279,10-11-1973,M,3,3,578.0,7,21427.06,3.0,4,4,18786.61404494382
269281,09-07-1982,M,9,3,,1,3721.64,,1,1,
269282,09-10-1973,M,2,0,,3,13231.27,,2,3,
269283,01-09-1974,F,3,2,509.0,5,7160.4,3.0,3,2,12095.5816
269285,04-02-1974,F,7,3,245.0,3,6838.85,4.0,2,2,8503.386485355648
269286,24-03-1986,M,1,0,390.0,3,7072.0,4.0,2,2,8503.386485355648
269291,17-04-1974,F,4,3,1026.0,7,26818.35,1.0,4,4,18231.710714285717
269292,22-09-1983,F,5,2,1246.0,2,3633.24,1.0,1,1,4429.88862244898
269293,27-11-1983,M,2,3,877.0,4,17979.46,2.0,2,4,8173.856144781144
269296,12-08-1987,F,3,3,1308.0,4,13783.77,1.0,2,3,8677.30678694158
269297,06-03-1972,M,6,3,911.0,4,3228.81,2.0,2,1,8173.856144781144
269299,24-08-1974,F,6,1,185.0,8,15802.6,4.0,4,4,18744.19980232558
269300,21-06-1991,M,7,3,124.0,5,13012.48,4.0,3,3,12185.951431034482
269301,12-12-1982,F,1,2,1334.0,5,16924.18,1.0,3,4,11681.718588039868
269302,03-08-1984,F,4,0,699.0,3,6338.28,2.0,2,2,8173.856144781144
269303,03-03-1982,F,2,3,732.0,2,2882.95,2.0,1,1,4884.636892655367
269304,14-02-1987,F,5,3,1092.0,10,22445.87,1.0,4,4,18231.710714285717
269305,19-03-1980,M,8,1,386.0,3,9047.74,4.0,2,2,8503.386485355648
269306,11-03-1973,M,6,0,,5,9781.46,,3,3,
269307,03-09-1975,M,1,2,691.0,8,24853.66,2.0,4,4,19073.41199367089
269308,05-08-1990,F,2,3,696.0,2,6301.82,2.0,1,2,4884.636892655367
269310,06-08-1972,M,4,2,484.0,4,12528.49,3.0,2,3,8499.556146616542
269311,01-10-1977,F,2,1,510.0,5,6929.45,3.0,3,2,12095.5816
269313,19-04-1985,F,8,3,425.0,3,12293.12,4.0,2,3,8503.386485355648
269315,12-08-1971,M,2,3,1120.0,3,8777.01,1.0,2,2,8677.30678694158
269316,02-01-1981,M,8,2,,3,4470.83,,2,1,
269318,26-02-1982,M,4,3,1216.0,7,15718.62,1.0,4,4,18231.710714285717
269320,29-06-1981,F,3,0,428.0,8,23422.69,4.0,4,4,18744.19980232558
269324,10-12-1987,M,7,3,,1,1457.49,,1,1,
269325,14-04-1991,M,10,0,1304.0,4,11444.49,1.0,2,3,8677.30678694158
269326,26-08-1988,F,6,3,665.0,2,7217.86,2.0,1,2,4884.636892655367
269327,07-07-1980,F,9,3,549.0,6,12117.43,3.0,4,3,18786.61404494382
269328,28-09-1977,M,7,3,539.0,4,9007.96,3.0,2,2,8499.556146616542
269329,21-07-1981,M,4,3,305.0,5,16405.94,4.0,3,4,12185.951431034482
269330,04-01-1979,M,7,1,1025.0,6,12341.75,1.0,4,3,18231.710714285717
269331,17-09-1982,M,5,2,486.0,6,20535.32,3.0,4,4,18786.61404494382
269332,23-01-1979,M,5,2,965.0,5,9266.53,1.0,3,2,11681.718588039868
269333,10-04-1979,F,5,3,360.0,4,7852.13,4.0,2,2,8503.386485355648
269334,19-09-1978,M,9,3,577.0,2,8877.57,3.0,1,2,5076.74070967742
269336,13-12-1975,F,5,0,581.0,2,5420.02,3.0,1,1,5076.74070967742
269337,05-06-1985,M,3,1,909.0,4,7006.81,2.0,2,2,8173.856144781144
269338,09-04-1985,F,8,0,,5,15242.37,,3,4,
269340,03-10-1988,M,6,0,426.0,2,980.13,4.0,1,1,5121.214583333333
269345,26-06-1970,F,10,3,1277.0,7,15815.86,1.0,4,4,18231.710714285717
269348,10-02-1989,M,9,3,336.0,5,14855.62,4.0,3,3,12185.951431034482
269350,04-04-1989,F,5,3,,4,10020.14,,2,3,
269351,13-09-1982,M,4,3,,2,7497.42,,1,2,
269352,03-01-1973,F,3,0,790.0,4,3347.05,2.0,2,1,8173.856144781144
269354,14-10-1986,F,7,2,,2,6742.71,,1,2,
269355,28-12-1980,F,10,1,907.0,6,18324.22,2.0,4,4,19073.41199367089
269356,01-05-1989,M,6,1,611.0,4,8967.08,3.0,2,2,8499.556146616542
269357,08-07-1971,M,9,3,847.0,4,5213.39,2.0,2,1,8173.856144781144
269360,20-11-1977,F,6,2,548.0,2,9210.17,3.0,1,2,5076.74070967742
269361,09-07-1973,F,10,3,246.0,9,13791.5,4.0,4,3,18744.19980232558
269362,18-08-1984,M,1,1,449.0,4,10785.91,3.0,2,3,8499.556146616542
269363,22-06-1980,F,1,1,2.0,5,10215.73,4.0,3,3,12185.951431034482
269365,26-04-1992,M,8,3,336.0,7,10221.25,4.0,4,3,18744.19980232558
269366,07-05-1975,F,3,3,,3,8288.6,,2,2,
269367,20-04-1980,M,4,1,632.0,6,13658.91,3.0,4,3,18786.61404494382
269368,22-12-1979,F,9,3,363.0,3,9964.89,4.0,2,3,8503.386485355648
269370,12-03-1987,F,6,3,215.0,7,12753.91,4.0,4,3,18744.19980232558
269372,12-08-1980,M,6,0,548.0,5,13758.35,3.0,3,3,12095.5816
269373,08-07-1983,F,3,3,1210.0,3,3655.34,1.0,2,1,8677.30678694158
269375,19-03-1992,F,7,2,608.0,4,3703.96,3.0,2,1,8499.556146616542
269376,02-04-1973,F,8,2,1338.0,4,5938.27,1.0,2,2,8677.30678694158
269377,13-07-1980,M,7,1,885.0,6,8747.18,2.0,4,2,19073.41199367089
269382,12-09-1972,F,1,3,425.0,2,4033.25,4.0,1,1,5121.214583333333
269385,03-03-1981,M,2,3,397.0,3,5928.32,4.0,2,2,8503.386485355648
269386,21-06-1980,M,5,0,642.0,3,3614.45,2.0,2,1,8173.856144781144
269387,03-02-1990,F,10,3,751.0,10,38040.73,2.0,4,4,19073.41199367089
269388,14-11-1975,M,3,1,1119.0,10,36103.67,1.0,4,4,18231.710714285717
269390,28-11-1980,M,3,0,,5,23601.69,,3,4,
269392,02-08-1976,M,2,1,815.0,7,15846.81,2.0,4,4,19073.41199367089
269393,24-08-1990,M,1,1,2.0,3,7922.85,4.0,2,2,8503.386485355648
269394,09-12-1980,M,4,3,387.0,4,11898.64,4.0,2,3,8503.386485355648
269395,27-03-1981,F,1,0,362.0,3,10077.6,4.0,2,3,8503.386485355648
269396,25-11-1971,M,3,0,1398.0,3,3381.3,1.0,2,1,8677.30678694158
269399,12-05-1978,F,6,2,1178.0,4,9779.25,1.0,2,3,8677.30678694158
269400,09-10-1990,F,3,1,,3,5975.84,,2,2,
269401,06-10-1974,F,9,2,,2,1499.48,,1,1,
269402,12-01-1982,M,3,3,1426.0,1,861.9,1.0,1,1,4429.88862244898
269403,09-11-1986,M,8,1,667.0,4,13809.18,2.0,2,3,8173.856144781144
269407,25-04-1978,F,1,3,939.0,8,13935.16,1.0,4,3,18231.710714285717
269408,27-03-1989,F,8,2,1397.0,2,2631.01,1.0,1,1,4429.88862244898
269409,07-06-1988,F,1,0,998.0,4,15934.1,1.0,2,4,8677.30678694158
269411,03-02-1975,F,1,0,417.0,4,11442.27,4.0,2,3,8503.386485355648
269412,01-10-1989,F,2,0,,2,6806.8,,1,2,
269413,06-12-1982,M,8,1,31.0,5,15790.45,4.0,3,4,12185.951431034482
269417,29-07-1978,M,7,3,608.0,3,3328.26,3.0,2,1,8499.556146616542
269420,06-12-1977,F,8,0,336.0,7,20861.29,4.0,4,4,18744.19980232558
269422,09-01-1989,M,6,3,782.0,4,7374.77,2.0,2,2,8173.856144781144
269423,09-12-1983,F,1,1,1025.0,4,8317.33,1.0,2,2,8677.30678694158
269424,15-06-1980,F,10,0,,3,5890.76,,2,2,
269426,27-04-1982,M,2,3,,1,2625.48,,1,1,
269427,08-11-1981,F,3,3,,1,734.83,,1,1,
269429,17-04-1981,M,3,3,1033.0,1,1655.29,1.0,1,1,4429.88862244898
269430,29-01-1974,F,5,3,,1,110.5,,1,1,
269431,06-02-1989,M,5,3,1121.0,1,1365.78,1.0,1,1,4429.88862244898
269432,16-11-1976,F,3,1,752.0,3,4779.12,2.0,2,1,8173.856144781144
269433,07-12-1976,F,10,3,541.0,3,5206.76,3.0,2,1,8499.556146616542
269437,12-07-1984,M,3,1,32.0,4,13145.08,4.0,2,3,8503.386485355648
269438,21-01-1978,F,4,2,,3,6791.33,,2,2,
269439,26-09-1975,F,9,0,305.0,5,13037.9,4.0,3,3,12185.951431034482
269440,17-12-1976,F,5,1,1090.0,7,18294.38,1.0,4,4,18231.710714285717
269441,06-12-1978,M,2,3,813.0,6,11347.25,2.0,4,3,19073.41199367089
269442,04-12-1985,M,2,3,487.0,4,17499.89,3.0,2,4,8499.556146616542
269443,20-11-1986,M,9,3,,2,3707.28,,1,1,
269444,27-09-1988,M,3,3,,2,8414.58,,1,2,
269445,11-12-1981,M,7,2,965.0,4,8732.82,1.0,2,2,8677.30678694158
269447,14-07-1975,F,9,3,1096.0,6,23507.77,1.0,4,4,18231.710714285717
269449,09-08-1970,M,6,3,731.0,13,35685.97,2.0,4,4,19073.41199367089
269450,13-11-1991,M,7,3,,1,6585.8,,1,2,
269451,02-07-1982,M,4,2,1279.0,7,27338.81,1.0,4,4,18231.710714285717
269452,18-09-1979,F,2,3,,3,7080.84,,2,2,
269453,26-02-1991,M,3,2,818.0,8,16178.31,2.0,4,4,19073.41199367089
269454,26-04-1987,M,1,2,386.0,3,13331.83,4.0,2,3,8503.386485355648
269455,28-06-1990,F,1,3,484.0,6,13359.45,3.0,4,3,18786.61404494382
269457,20-01-1980,M,1,2,478.0,3,7480.85,3.0,2,2,8499.556146616542
269458,16-12-1970,F,10,0,509.0,2,6749.34,3.0,1,2,5076.74070967742
269459,17-04-1983,M,2,3,913.0,5,21974.03,2.0,3,4,12267.26375
269460,27-12-1980,M,9,3,545.0,4,13820.24,3.0,2,3,8499.556146616542
269463,23-10-1979,F,3,2,426.0,8,15134.08,4.0,4,3,18744.19980232558
269466,26-05-1973,F,6,1,542.0,6,19744.14,3.0,4,4,18786.61404494382
269470,02-08-1972,M,4,3,,2,3549.26,,1,1,
269471,10-01-1971,F,2,3,456.0,10,15588.24,3.0,4,4,18786.61404494382
269472,14-06-1989,F,3,2,721.0,4,13725.2,2.0,2,3,8173.856144781144
269473,04-07-1971,M,4,0,636.0,3,6477.51,3.0,2,2,8499.556146616542
269474,15-04-1976,M,2,3,663.0,5,13331.83,2.0,3,3,12267.26375
269476,03-06-1976,M,1,2,335.0,4,7607.93,4.0,2,2,8503.386485355648
269478,01-08-1978,M,2,3,,1,573.5,,1,1,
269479,18-01-1991,M,8,2,940.0,5,6474.19,1.0,3,2,11681.718588039868
269480,26-03-1982,F,8,3,881.0,5,18218.13,2.0,3,4,12267.26375
269481,17-11-1981,M,1,3,914.0,6,15158.39,1.0,4,3,18231.710714285717
269482,06-03-1978,F,3,3,1211.0,3,5709.53,1.0,2,2,8677.30678694158
269483,03-10-1986,M,2,3,418.0,6,17570.6,4.0,4,4,18744.19980232558
269484,09-10-1985,F,2,1,1095.0,4,10265.45,1.0,2,3,8677.30678694158
269485,18-07-1982,F,10,0,1149.0,5,12315.23,1.0,3,3,11681.718588039868
269490,05-01-1973,M,5,2,753.0,3,9114.04,2.0,2,2,8173.856144781144
269491,03-06-1981,F,8,3,914.0,4,1693.96,1.0,2,1,8677.30678694158
269493,20-02-1980,F,4,3,1026.0,2,3270.8,1.0,1,1,4429.88862244898
269495,05-10-1991,F,6,2,1035.0,6,13585.98,1.0,4,3,18231.710714285717
269497,10-11-1973,M,7,3,426.0,6,8241.09,4.0,4,2,18744.19980232558
269498,05-04-1976,F,7,3,634.0,6,8664.31,3.0,4,2,18786.61404494382
269499,08-05-1988,M,6,2,665.0,6,12909.72,2.0,4,3,19073.41199367089
269500,11-07-1975,M,10,0,520.0,4,8070.92,3.0,2,2,8499.556146616542
269501,12-12-1980,M,2,2,600.0,6,21959.67,3.0,4,4,18786.61404494382
269503,27-06-1985,M,3,3,365.0,7,16717.54,4.0,4,4,18744.19980232558
269506,25-04-1986,M,2,3,640.0,5,12890.93,2.0,3,3,12267.26375
269507,02-05-1988,F,5,1,418.0,2,5028.85,4.0,1,1,5121.214583333333
269508,07-08-1982,M,4,0,,3,10388.1,,2,3,
269509,20-08-1979,F,4,0,,3,5516.16,,2,1,
269511,17-07-1983,M,5,3,879.0,5,11951.68,2.0,3,3,12267.26375
269513,20-05-1975,M,7,3,550.0,6,15071.09,3.0,4,3,18786.61404494382
269514,26-04-1984,M,9,3,488.0,7,26236.01,3.0,4,4,18786.61404494382
269516,01-10-1983,F,10,3,,4,12900.88,,2,3,
269517,17-10-1976,F,4,0,701.0,3,13768.3,2.0,2,3,8173.856144781144
269518,28-11-1980,M,2,0,610.0,5,10959.39,3.0,3,3,12095.5816
269519,17-11-1992,M,9,3,1390.0,5,11168.24,1.0,3,3,11681.718588039868
269520,19-08-1992,M,10,2,364.0,5,12758.33,4.0,3,3,12185.951431034482
269521,15-12-1983,M,1,3,361.0,4,15686.58,4.0,2,4,8503.386485355648
269524,23-01-1990,F,5,1,1250.0,7,18527.53,1.0,4,4,18231.710714285717
269526,08-04-1981,F,7,3,455.0,3,3635.45,3.0,2,1,8499.556146616542
269527,24-08-1975,M,9,3,184.0,1,760.24,4.0,1,1,5121.214583333333
269528,28-02-1972,M,7,2,880.0,6,13821.34,2.0,4,3,19073.41199367089
269529,23-01-1990,F,8,0,574.0,7,22192.82,3.0,4,4,18786.61404494382
269531,05-06-1970,M,2,3,1302.0,3,5766.99,1.0,2,2,8677.30678694158
269532,09-10-1976,F,9,3,965.0,3,11637.86,1.0,2,3,8677.30678694158
269533,21-04-1988,F,9,0,789.0,6,19591.65,2.0,4,4,19073.41199367089
269535,19-02-1978,M,3,3,,2,3457.55,,1,1,
269536,21-03-1990,M,5,0,336.0,8,25227.15,4.0,4,4,18744.19980232558
269537,13-10-1988,F,5,1,276.0,3,13397.02,4.0,2,3,8503.386485355648
269538,20-12-1981,F,6,3,1148.0,2,5793.51,1.0,1,2,4429.88862244898
269539,20-03-1992,F,7,1,575.0,8,41596.62,3.0,4,4,18786.61404494382
269541,05-10-1978,F,8,0,,7,12948.39,,4,3,
269544,28-11-1982,F,2,1,456.0,6,20754.11,3.0,4,4,18786.61404494382
269545,04-06-1985,M,7,0,1311.0,3,5975.84,1.0,2,2,8677.30678694158
269546,28-11-1973,M,3,3,1001.0,7,14477.71,1.0,4,3,18231.710714285717
269547,25-03-1977,F,4,3,699.0,6,10887.57,2.0,4,3,19073.41199367089
269550,01-02-1976,F,4,3,602.0,2,1416.61,3.0,1,1,5076.74070967742
269551,16-12-1988,M,4,3,1276.0,2,7036.64,1.0,1,2,4429.88862244898
269555,24-12-1973,F,7,3,1031.0,9,16594.89,1.0,4,4,18231.710714285717
269556,27-12-1972,M,5,2,,1,2168.01,,1,1,
269557,14-09-1991,F,2,3,,1,1836.51,,1,1,
269559,24-06-1972,M,1,1,793.0,4,9499.68,2.0,2,2,8173.856144781144
269561,10-07-1985,F,4,2,721.0,4,11634.55,2.0,2,3,8173.856144781144
269563,09-11-1975,F,5,0,356.0,7,11925.16,4.0,4,3,18744.19980232558
269564,10-09-1992,F,4,3,391.0,3,3139.3,4.0,2,1,8503.386485355648
269565,20-04-1974,M,9,2,449.0,5,19312.08,3.0,3,4,12095.5816
269568,17-06-1972,M,2,3,305.0,5,16971.69,4.0,3,4,12185.951431034482
269570,21-03-1990,F,7,3,1059.0,6,13879.91,1.0,4,3,18231.710714285717
269572,10-01-1986,M,2,0,969.0,2,3787.94,1.0,1,1,4429.88862244898
269573,29-12-1986,M,8,3,455.0,5,10587.0,3.0,3,3,12095.5816
269574,14-01-1971,F,5,3,610.0,6,10135.06,3.0,4,3,18786.61404494382
269577,11-10-1977,F,3,0,879.0,5,12862.2,2.0,3,3,12267.26375
269579,23-08-1991,F,5,3,,1,1363.57,,1,1,
269580,26-11-1981,F,9,0,453.0,5,26001.76,3.0,3,4,12095.5816
269582,02-04-1984,F,2,3,883.0,1,3374.67,2.0,1,1,4884.636892655367
269585,15-09-1988,M,8,1,793.0,2,6478.61,2.0,1,2,4884.636892655367
269586,21-06-1978,M,9,3,453.0,8,15212.53,3.0,4,4,18786.61404494382
269587,18-01-1978,F,5,3,,1,2347.02,,1,1,
269588,23-08-1977,F,8,3,1240.0,4,6399.06,1.0,2,2,8677.30678694158
269589,27-05-1977,M,1,3,1151.0,3,2550.34,1.0,2,1,8677.30678694158
269591,14-07-1987,F,1,0,545.0,6,9811.3,3.0,4,3,18786.61404494382
269593,06-03-1986,M,2,2,636.0,4,10506.34,3.0,2,3,8499.556146616542
269594,24-10-1990,M,7,2,1274.0,2,3342.62,1.0,1,1,4429.88862244898
269595,08-07-1982,F,10,1,1306.0,3,11486.48,1.0,2,3,8677.30678694158
269596,16-12-1977,F,5,2,357.0,6,8893.04,4.0,4,2,18744.19980232558
269597,18-08-1980,M,1,2,549.0,3,5227.76,3.0,2,1,8499.556146616542
269600,14-08-1976,F,5,3,660.0,5,15960.62,2.0,3,4,12267.26375
269601,13-08-1992,M,5,2,31.0,7,11507.47,4.0,4,3,18744.19980232558
269602,18-08-1992,F,7,2,878.0,6,17025.84,2.0,4,4,19073.41199367089
269603,28-11-1972,M,4,3,,4,6618.95,,2,2,
269604,07-03-1979,M,3,0,,3,7417.87,,2,2,
269606,06-11-1982,M,2,0,998.0,7,11084.25,1.0,4,3,18231.710714285717
269607,29-12-1977,F,2,1,,8,23832.64,,4,4,
269610,11-11-1977,M,2,2,,2,6603.48,,1,2,
269611,05-03-1984,F,2,3,606.0,3,9204.65,3.0,2,2,8499.556146616542
269612,24-10-1988,F,8,3,516.0,5,8448.83,3.0,3,2,12095.5816
269613,03-01-1979,M,8,1,1241.0,5,15099.83,1.0,3,3,11681.718588039868
269614,07-01-1987,F,5,3,1001.0,1,1089.53,1.0,1,1,4429.88862244898
269616,23-06-1972,F,8,3,,1,633.16,,1,1,
269617,11-03-1973,F,3,3,517.0,2,6992.44,3.0,1,2,5076.74070967742
269618,01-08-1975,F,1,2,751.0,3,6074.19,2.0,2,2,8173.856144781144
269619,29-01-1976,M,6,3,,1,905.0,,1,1,
269621,16-12-1992,F,10,3,912.0,6,15505.36,2.0,4,4,19073.41199367089
269623,16-11-1987,M,8,0,849.0,5,7990.26,2.0,3,2,12267.26375
269624,25-09-1988,M,5,0,451.0,8,17114.24,3.0,4,4,18786.61404494382
269625,21-12-1983,F,4,2,814.0,2,7404.6,2.0,1,2,4884.636892655367
269626,27-12-1992,F,5,3,1245.0,2,4278.56,1.0,1,1,4429.88862244898
269629,05-10-1972,M,6,3,1066.0,8,15409.23,1.0,4,4,18231.710714285717
269630,02-11-1981,M,7,3,426.0,2,5013.39,4.0,1,1,5121.214583333333
269631,09-06-1982,F,3,2,512.0,5,13810.29,3.0,3,3,12095.5816
269633,11-05-1985,M,7,3,1122.0,3,1592.3,1.0,2,1,8677.30678694158
269634,22-03-1985,F,2,3,,1,243.1,,1,1,
269635,23-06-1986,M,10,0,520.0,6,18972.85,3.0,4,4,18786.61404494382
269636,03-09-1972,F,2,3,698.0,8,22496.69,2.0,4,4,19073.41199367089
269637,10-12-1989,F,1,3,423.0,9,16590.47,4.0,4,4,18744.19980232558
269639,02-01-1976,M,4,1,1150.0,7,15258.94,1.0,4,4,18231.710714285717
269640,29-04-1970,M,7,1,393.0,6,15779.4,4.0,4,4,18744.19980232558
269642,26-02-1981,F,6,3,697.0,1,950.3,2.0,1,1,4884.636892655367
269645,19-10-1980,F,5,1,665.0,9,24531.0,2.0,4,4,19073.41199367089
269646,09-07-1979,M,6,3,698.0,3,7560.41,2.0,2,2,8173.856144781144
269647,22-04-1978,M,6,3,418.0,7,17186.06,4.0,4,4,18744.19980232558
